id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,年份
4368737412979099,HsQaNcuZZ,2131169851,媒体人衛奎獅,#可口可乐将升级四种口味#可口可乐是不是日落西山了？～～有炎黄人士判断，可口可乐已经滑落到庸俗。其实，应该从根源上寻找答案：只要可口可乐公司的独立经营地位企业中立地位不变，只要该公司高档的价值理念宗旨得到有效尊重，只要公司主持人的企业家思想保持在前卫，可口可乐就会重振雄风。O可口可乐将升级四种口味，你想去尝试吗？哪一种才是你的快乐肥宅水？,,,,可口可乐将升级四种口味,0,0,0,2019-05-05 23:53:00,HUAWEI nova 2s,,,,2019
4369826081978468,HtiuI8iGM,2946351683,有点开心摇摇乐,薪酬课设从确定要分析的企业到完成答辩不到一天，自己纯做，我都佩服我们小组的效率，虽然不那么完美，也是很可以了……还剩下财务课设和绩效课设，有时候真的想像她们一样随便找个之前做过的，真的真的很累很累，精力是有限的，最近事多到不行，另加6门考试，感觉快熬不过去……只能安慰自己：做过的东西所有的收获是别人得不到的，也是证明能力的时候…临近实习，大家都开始骚动起来，学校里的人物们研究着各种家伙关系，看似亲密的每个人都等着相互看笑话（可以想象嘴里不停嗑着瓜子，嘴里叨叨叨…）真想问一句：累吗？,,,,,0,0,0,2019-05-08 23:59:00,iPhone,,,,2019
4366201419525186,HrMctDXW2,6433376558,河南杨静雨1011,#广州天河诈骗基地专辑##广州天河诈骗维权专辑##广州天河诈骗基地维权专辑#广州手段啥最强，骗子聚集最在行。行骗手段无人比，维稳方式真多样。明着说是按程序，立案八月无通知。诈骗企业被保护，顺风行骗三年余。暗中操作真是深，糊弄有序把钱移。当地官员持干股，案件压着不能提。谁维权来把谁压，真是无法又无天。无奈只能舆论起，逐个帮凶把你挖。照片挂上引来骂，也是被人利用啦。背后隐藏大操手，躲在背后别人顶。你这算盘打的响，不想法律在身边。执法犯法真可恶，一定把你牢坐穿。扫黑除恶正当下，一定打掉保护伞。丑陋罪刑已掌握，给你情面把钱还。#网络民工讨薪##广州天河区大象健康科技有限公司诈骗##粤港澳大湾区##扫黑除恶##官员持有健康猫干股##全球惊天骇地健康猫大诈骗##田义功还钱##刘玉浦还钱##袁宝成还钱##天河保护伞还钱#,,,,"广州天河诈骗基地专辑,广州天河诈骗维权专辑,广州天河诈骗基地维权专辑,网络民工讨薪,广州天河区大象健康科技有限公司诈骗,粤港澳大湾区,扫黑除恶,官员持有健康猫干股,全球惊天骇地健康猫大诈骗,田义功还钱,刘玉浦还钱,袁宝成还钱,天河保护伞还钱",0,0,0,2019-04-28 23:56:00,HUAWEI Mate 9,"['https://wx4.sinaimg.cn/large/0071nN82ly1g2isf0ydfcj306i06iwef.jpg', 'https://wx4.sinaimg.cn/large/0071nN82ly1g2isf11k7zj306i06imx5.jpg', 'https://wx4.sinaimg.cn/large/0071nN82ly1g2isf17yiej306i06iaa0.jpg', 'https://wx2.sinaimg.cn/large/0071nN82ly1g2isf1boizj306i06ijr7.jpg', 'https://wx3.sinaimg.cn/large/0071nN82ly1g2isf1fpdjj306i06iaa0.jpg', 'https://wx4.sinaimg.cn/large/0071nN82ly1g2isf1lpxuj306i06ia9w.jpg', 'https://wx1.sinaimg.cn/large/0071nN82ly1g2isf1p5fkj306i06ijr9.jpg', 'https://wx1.sinaimg.cn/large/0071nN82ly1g2isf1t24oj306i06i74a.jpg', 'https://wx1.sinaimg.cn/large/0071nN82ly1g2isf1ybinj306i06iwec.jpg']",,,2019
4371274299836617,HtUaxFgX7,1658273000,任腾RT,23个小时4000多个零件，拼完手疼，惊讶于乐高的水平之高，产品质量，模型设计，拼搭过程设计，手册设计，非一般企业能够达到！,,,,,0,0,5,2019-05-12 23:54:00,iPhone X,"['https://wx3.sinaimg.cn/large/62d73ce8ly1g2yyya4qhfj20u01407fy.jpg', 'https://wx4.sinaimg.cn/large/62d73ce8ly1g2yyyb4rfmj20u0140gwz.jpg', 'https://wx2.sinaimg.cn/large/62d73ce8ly1g2yyybydhsj21400u0wmc.jpg', 'https://wx1.sinaimg.cn/large/62d73ce8ly1g2yyycutmwj21400u07b6.jpg', 'https://wx4.sinaimg.cn/large/62d73ce8ly1g2yyydlfyoj21400u0thu.jpg', 'https://wx4.sinaimg.cn/large/62d73ce8ly1g2yyye6qm2j21400u0n69.jpg', 'https://wx1.sinaimg.cn/large/62d73ce8ly1g2yyyerbe5j213z0tz7dq.jpg', 'https://wx4.sinaimg.cn/large/62d73ce8ly1g2yyyffi4nj20tz14049a.jpg', 'https://wx2.sinaimg.cn/large/62d73ce8ly1g2yyy94teaj21400u0dnf.jpg']",,,2019
4371275582837686,HtUcCbUd8,3551109611,旅行厨男,#步长制药遭问询#我看好多网友又说到中医上来了。中医的名声已经坏了，特别是被这种假借中医赚黑心钱的企业。保护中医更要剥离伪中医。但是感觉更应该抛弃愚昧，迎接科学不是吗？另外，中药的效果来源于实证而非理论，这点上说，推拿针灸这种东西经过无数次的实验证明是安全可靠且行之有效的，但中药注射液很扯，老祖宗可没有把这些东西直接注入血液。,,,,步长制药遭问询,11,19,159,2019-05-12 23:59:00,,"['https://wx1.sinaimg.cn/large/d3a9a1ebgy1g2yzbkdm0xj20dw099glv.jpg', 'https://wx2.sinaimg.cn/large/d3a9a1ebgy1g2yzbqzalrj20c309o3yl.jpg', 'https://wx4.sinaimg.cn/large/d3a9a1ebgy1g2yzavolcmj20qo0ka11o.jpg', 'https://wx3.sinaimg.cn/large/d3a9a1ebgy1g2yzaul8imj20qo0t4nbh.jpg']",,,2019
4369463556534977,Ht93Zrq2R,5157043564,视频号吕一生,wfff0915《清醒思考的艺术》的作者罗尔夫·多贝里既是企业家也是作家，他创办了全球知名的商业书摘网站益得书摘，也出版过好几部小说和心理学书籍。丰富的社会经历，加上经济学博士的背景，让多贝里对生活有着敏锐的洞察和思考。 他在本书中总结出一系列我们做决定时会跌入的思维陷阱，他把这些陷阱称为“思维偏误”，也叫思维偏差，最终成果便是这本《清醒思考的艺术》。这里主要为大家介绍三大类思维陷阱：视野狭隘，概率统计错误，和非理性冲动。 第一类：视野狭隘1.确认偏差因为人们不喜欢被反对，于是会过滤掉和自己观点矛盾的新信息，只看到自己想看的东西。 确认陷阱还有种表现形式，叫“好转前先恶化”。骗子们会说：我说的方法肯定管用，但情况在好转前，会先恶化。这种说辞会让人们忽视情况恶化的信息，明明情况不断变糟却发现不了。 2.现成偏差每个人都有自己的局限性，而大脑又偏爱那些吸引眼球，鲜活具体的事情，所以我们就容易从自己接触的事出发，来想象所有情况。 现成陷阱还有种表现形式，叫幸存者偏差。这是说人们更容易看到成功案例，于是高估成功的可能性。 为了摆脱视野狭隘，我们可以找想法不同的人合作，让他们来提供更多样的视角和建议。并在思考时把想法写下来，然后刻意寻找反对的证据，避免大脑的忽视和遗忘。 第二类：概率统计错误1.忽视回归均值从概率统计看，事情总是在极端和不太极端的情况中来回交替，并且会趋向均值。而且这种摇摆，很可能和外在因素没什么关系。忽视回归均值，会让人们在生活中做出错误的归因。 2.零风险陷阱人们常常高估零风险的价值，总觉得需要做到百分百安全，于是会投入过高的成本。 3.关联谬误人们会因为有说服力的情节，高估一件事发生的概率。 了解这些思维偏误，我们可以更准确分析事情的可能性，做出更理性的判断。 第三类：非理性冲动1.行动偏差原始人有行动重于思考的倾向，这份倾向也遗传给了现代人。于是在事情走势不确定的时候，明明行动没用处，甚至可能有负面作用，但我们就是控制不住想做些什么。 为了克服这点，我们要让自己保持更多的耐心，等到看清局势再做决定。也可以想办法限制自己的行动。 2.不作为偏差人们会有逃避责任的冲动，于是当放弃行动和采取行动都可能带来损害时，人们常常不管损害大小，总是倾向放弃。 为了克服这点，我们要告诉自己：如果我不是答案的一部分，我就是问题的一部分。通过提醒自己背负的责任，来督促自己不要逃避决定，将损害降到最低。,,中山·景观大道,,,0,1,7,2019-05-07 23:59:00,JUROSE🔮Android,,,,2019
4444839070452087,IiOt51TBJ,2121054142,MelodyBingo,据说小伙伴昨晚建模到凌晨四点🕓今晚应该会早一点可能是年底项目的常态了吧虽然都是还很年轻，身体平衡还是很重要之前在金钟work的时候，半夜还经常看到周围的写字楼全是灯火通明，犹如白天，也是很感叹这么高节奏的城市，才有高节奏该有的效率也许，内心的节奏，要和企业，城市，行业，周边同频，才比较可以共鸣共情吧，总之，调整到自己最佳最适合的工作状态，是每个职业人自己要处理的事情在这样市场情况下，说收放自如，很难要把握节奏，赶工期，企业战略的目标才是最重要，只有实现了指标，在市场上才有更多的借力，现阶段，总是不断要去做加法的......大堂的圣诞节日气氛已经浓厚所以今晚的心里感觉是过节还差一颗圣诞树🎄没有搭起来问了，今年还会搭嚒？回答，当然会搭吖开心,,,,,0,8,0,2019-12-01 23:54:00,Android,['https://wx3.sinaimg.cn/large/7e6cb7bely1g9hn6bgfm3j21930u0jui.jpg'],,,2019
4371273855183829,HtU9PlKy9,5878726399,台產Ganja,歷史總是驚人的相似……在外面工作3年了吧，還不算在台灣時的工讀，我除了在fb有拍衣服的工作照片之外…很少企業照…本來想隱匿我的校園經歷校園生活，因為我發關於學校的朋友圈時都屏蔽工作圈子裡的人，結果真的失算…年紀大了一定得面對考試了…硬著頭皮一邊擱置工作一邊悄悄讀書，好不容易熬到考試了…馬的照片上學校公眾號了…本來還想否認這段讀書時光的(;´༎ຶД༎ຶ`)歷史重演是怎麼肥四啊在台灣也是，針眼嚴重得不得了都發炎積水了，還是硬拍進東森新聞了！！倒了，什麼幾把畫質，明年生日誰還敢過啊🙃醜照滿天飛,,广州,,,0,7,2,2019-05-12 23:52:00,飞行少女的iPhone客户端,"['https://wx2.sinaimg.cn/large/006pQxhJgy1g2yyvmkmfbj30hu6nukjl.jpg', 'https://wx3.sinaimg.cn/large/006pQxhJgy1g2yyz97ailj30v91vob2d.jpg', 'https://wx2.sinaimg.cn/large/006pQxhJgy1g2yyvwsrhsj30v91vohdw.jpg']",,,2019
4366564419705013,HrVDXEIIt,3882969580,baby青q,day2:五步法建立公司角色1，打造你的原创故事2，定义你的超级英雄3，为人物角色的行动设立目的4，创造企业角色的化身5，把你愿景转化成客户的声音《常青·如何持久吸引客户》-NoahFleming,,深圳·梅林关口,,,0,0,1,2019-04-29 23:59:00,iPhone客户端,,,,2019
4367650321191594,HsnTq4ZZg,3158610094,琪琪77227722,四部门：从事污染防治的第三方企业可享受所得税优惠O四部门：从事污染防治的第三方企业可享受所得税优惠,,,,,1,1,0,2019-05-02 23:54:00,iPhone客户端,,,,2019
4369825386024998,HtitAphno,2573142910,Anita_J6-9,…………遇到不喜欢的企业文化要怎么办？好想做成兼职～～～,,贵阳,,,0,0,0,2019-05-08 23:57:00,iPhone客户端,,,,2019
4365838700161551,HrCLs0G1F,2653154083,浙师大外语学院快乐教工,国新办举行降低小微企业融资成本政策例行吹风会点击可查看更多O国新办举行降低小微企业融资成本政策例行吹风会,,,,,0,0,0,2019-04-27 23:55:00,学习强国客户端,['https://wx1.sinaimg.cn/large/9e23eb23ly1g2hmrd6rn6j2046046wec.jpg'],,,2019
4369824647770485,HtisowBsp,3705379427,博士达汽车音响公司,                           招贤令秦孝公招到了商秧，结果改变了历史！水不在深，有龙则灵，仁者乐山，智者峦水！企业要成长，永远都需要改造自我！博士达公司二十年了！商海沉浮，各有千秋，但我们信义无损，情缘全球！＂成长他人，成就自己＂永远是我们的企业宗旨，但随着企业的多元发展，企业布局优化升级！人才外流等瓶颈问题也随之出现！我们也有任正非－样的企业精神，也有行业发展的鸿大企图！但缺乏一个像＂余承东＂－样的具体实施者！                                巜博士达公司诚聘CEO－名》20％以上的股权加随你提底薪只要你开的出口！我有平台，有资源，有诚信！如果你有能力与梦想！欢迎你的加入/奋斗/奋斗,,,,,0,0,1,2019-05-08 23:54:00,iPhone X,"['https://wx2.sinaimg.cn/large/dcdb9a63ly1g2ucje9ph1j20qo0zk43f.jpg', 'https://wx1.sinaimg.cn/large/dcdb9a63ly1g2ucjeidihj20qo0zkqak.jpg', 'https://wx2.sinaimg.cn/large/dcdb9a63ly1g2ucje2ms4j20qo0zktjp.jpg', 'https://wx1.sinaimg.cn/large/dcdb9a63ly1g2ucjf0fy4j23402c0x6p.jpg', 'https://wx4.sinaimg.cn/large/dcdb9a63ly1g2ucjfeph7j20zk0qodm3.jpg', 'https://wx2.sinaimg.cn/large/dcdb9a63ly1g2ucjdid32j20zk0qoajc.jpg', 'https://wx1.sinaimg.cn/large/dcdb9a63ly1g2ucjfx8cbj20zk0qodm3.jpg', 'https://wx1.sinaimg.cn/large/dcdb9a63ly1g2ucjg3pv8j20zk0qo0yx.jpg', 'https://wx1.sinaimg.cn/large/dcdb9a63ly1g2ucjgbj2zj20zk0qo44f.jpg']",,,2019
4369825621422266,HtitY5XZM,6360494922,clkaikai,读书笔记-经营十二条这本书是一年前朱正峰学长送给我的几本书之一，很遗憾一本都没有看完，果然是书非借不能读也，在下一次见到他之前一定要读上几本早在高三暑假时在实习单位就感受或稻盛和夫的经营方式个哲学，阿米巴经营模式让英格玛公司业绩突飞猛进。作为人，何为正确？一个企业要有远大的愿景、让世界变得更加美好的使命，一个企业家要有利国利民、改变世界的价值观，才能基业长青、走得更远。敬天爱人，要有敬畏之心、感恩之心、利他之心，千万别学一边滋养pt系一边申请院士的帅哥。,,杭州·浙江工商大学钱江湾生活园区,,,0,0,2,2019-05-08 23:57:00,HUAWEI Mate 20 Pro,['https://wx4.sinaimg.cn/large/006WrZhMly1g2ucbrz1flj30g70ff407.jpg'],,,2019
4368738662780992,HsQcObFsI,5247964840,营养师潘红,整体自然医学～损耗不能及时修补(4)林海峰疾病不是突然降临到你身上的。患病之前，你已经长年累月为不健康的身体种下了病因。虽然你的身体也能惊人般地忍受你不良的饮食习惯，但总有一天，它会对你说：就到此为止吧！你糟蹋、忽视你的身体健康或许很多年了，这期间，它只是很自然地在为你尽其职责罢了。基本上，我们都怀有一种自愈心理。直到生了病，我们才担心起自己的身体。这时，我们又期望迅速恢复健康。在恢复健康的过程中，时间是一个重要因素。你必须坚持整体的健康计划和管理，这样的治疗，才可彻底帮助身体恢复。某些急性病的症状其实是由于体内有毒废物和毒素被排出体外的表现方式，令身体产生刺激而表现出来的症状，有时候，医院会错误地把控制这种排毒反应当成是治疗的目标，而这样恰恰阻止了身体的排毒过程，从而使毒素在血液中重新流通和吸收，给身体带来重复而且更重的伤害。外科手术和化学药品是常规的治疗手段。然而，大多数的疾病都不需要动手术，化学药品同时也有严重的副作用。美国西海岸一位称职的外科医生用笔名撰文指出：每两千个病人就有一人死于麻醉剂；手术及其副作用在每两百个病人中，对其中一人是致命的。一位医生建议：在医生向你推荐手术治疗时，你要三思而后行。几个病菌不足以在健康的身体内诱发疾病。真正的问题在于每况愈下的身体状况。这会造成体内增加大量的死细胞，由此为病菌提供了合适生存的食物，得以大量繁殖种群。控制感情是健康身体所必需的。那些愉快的生活态度，有助于放松身体，缓解紧张状态，从而减少由连续的紧张及压力带来身体死细胞的堆积，又由于死细胞的堆积提供了细菌生存的食物，从而引发身体的不断被感染。那些懂得笑是生活中重要成分的人，会得到生命的嘉奖。高效的补药已变成大企业的生财之道。生产补药的厂家强调自己的产品具有高效能。做这样的广告鼓励人们自作主张服药，而一般人对自己身体的需要，知之甚少或一无所知。食物就是人体摄入并加以利用，来维持生命过程的不可替代的关键。当身体发生任何健康问题的时候，最终，都是靠食物中提供的营养物质才能够进行身体的修补及体内实际化学平衡的改善。良好的营养能决定你的气色是否健康，行动是否有活力，感觉是否灵敏，性情暴躁还是态度平和，面貌丑恶还是漂亮可人，思路清晰还是混乱不堪，工作起来愉快还是愁眉苦脸。良好的营养能兼具预防和治疗的功能。它慢慢起作用，不是一吃下去就马上变成能量，而是要经过消化和代谢各个过程才能进入血液。并经过持续的新陈代谢过程，来更新受损的组织。所以对于人体疾病后的营养调理要有足够的信心和耐心，这也是对大自然力量的充分信任。吃进人体的食物超过实际的需要，就对人体造成伤害。这会妨碍消化，食物停滞在肠中，产生有毒气体，营养素吸收不完全，甚至腐坏，实际上是毒害整个系统。长期饮食过量，会引起消化不良，营养素吸收不足，结果导致营养缺乏。合理地设计日常的饮食，保证给身体带来必须的养分而不是负担，就是现代整体自然医学疗法中最重要的部分。～～～～～～～～～～～～～～～～～～～～～爱自己，爱生活❤️让健康成为幸福生活的额外礼物我是☀️阳光森林🍃潘红整体自然医学疗法讲师ACI注册国际营养师擅长调理亚健康，妇科疾病，慢性病微信:18996068565如果你做好了为自己健康负责的准备，欢迎加入，和我们一起跟随阳光森林成长，一起走向健康，做自己身体合格的主人❤️,,重庆,,,0,0,0,2019-05-05 23:58:00,,,,,2019
4370186180050674,HtrRw0dbk,5742455570,我要我的名字很长很长很长,【Day17】距离考研还有227天很喜欢这句话：父母给的那叫背景，自己打的才叫江山。说的好像已经自己有背景一样，没得背景，只得自己打拼。到了现在还没有确定院校，我也是厉害明天开始加上政治，今天才做的计划，不盲目乱学，也容易坚持。忘了谁发明的SMART原理了，专业课上学的，给企业定目标，具体的、🉑️衡量的、能够达到的、相关的、限时的，用来定学习计划刚刚好。,,,,,0,0,0,2019-05-09 23:50:00,iPhone客户端,"['https://wx2.sinaimg.cn/large/006gCL18ly1g2vhr2qqzrj30v90gsqli.jpg', 'https://wx2.sinaimg.cn/large/006gCL18ly1g2vhr2gacoj30v91voqcs.jpg', 'https://wx3.sinaimg.cn/large/006gCL18ly1g2vhr3bbsjj30v91voqf5.jpg', 'https://wx4.sinaimg.cn/large/006gCL18ly1g2vhr4h3nhj30v91vo4qp.jpg', 'https://wx1.sinaimg.cn/large/006gCL18ly1g2vhr4trpzj30v91voqty.jpg']",,,2019
4368738817815179,HsQd3wN5h,5716231979,zwyywx123,沈阳市委市政府，干得最漂亮一件事情，就是终于明白怎么养民营企业家了，也没有辜负我们的一片苦心，终于明白产学研的重要性，为了，姜市长点赞。,,,,,1,0,1,2019-05-05 23:59:00,三星 GALAXY S6 edge+,['https://wx2.sinaimg.cn/large/006eQJ3Zly1g2qvtyd31wj30k00zkaht.jpg'],,,2019
4367285617903998,HsepbxabQ,3488498107,宠物保护工会,学校企业活动用防水五星红旗￥9领券拍：【1元券】微博专享限时领券,,,,,0,0,0,2019-05-01 23:44:00,微博 weibo.com,"['https://wx1.sinaimg.cn/large/cfee41bbly1g2m8xpzmtaj20m80m841p.jpg', 'https://wx4.sinaimg.cn/large/005GMzc1ly1fpxicm6t4vj30du06xgpo.jpg']",,,2019
4366925838130039,Hs52Ty6ZF,1670436884,我爱达喀尔,在连续拿下匹克峰登山赛和GOODWOOD速度节的记录后，大众ID.R赛车正在德国纽博格林赛道Nürburgring刷电动车的记录（之前的电动车记录是2017年英国车手PeterDumbreck驾驶NIOEP9创造的6:45.90分钟，而全类别的记录是勒芒车手TimoBernhard于2018年6月29日，驾驶保时捷919HybridEvo创造的5:19.55minutes。而据内部爆料，模拟器上ID.R已经跑进了5:30分钟）。接下来9月份，团队会来到风景如画的张家界天门山，刷山路（11公里，99个发卡弯，攀升1518米）。到时候，会让吃补贴撑个半死的国内电动车企业非常难看。大众巨额投入显然不是闲的，2025年，将有超过20种纯电动型号推向市场。,,,,,3,0,2,2019-04-30 23:55:00,微博 weibo.com,"['https://wx2.sinaimg.cn/large/6390d814ly1g2l2w7plaoj20w80lg77d.jpg', 'https://wx2.sinaimg.cn/large/6390d814ly1g2l31gc0lpj218g0tjael.jpg']",,,2019
4367287677366669,HsesvuUpf,2646034331,用户2646034331,社群空间站未来给企业赋能的五个点:（1）精准流量池赋能系统（把精准社群平台直接安装到合作企业的每家店里。7月1号正式上线）（2）高纬度的心商学赋能（培训和课程）（3）技术全纬度赋能系统（工具和平台）（4）新企业服务赋能系统（法务税务）（5）供应链赋能系统,,,,,0,0,0,2019-05-01 23:53:00,OPPO超视野全面屏R15,['https://wx1.sinaimg.cn/large/9db7479bgy1g2m968aq98j20n014uq8v.jpg'],,,2019
4367289308836307,Hsev8B4J5,3607418835,郴州刘大小姐,【人效=人本质量=精兵简政】1.以前员工越多越好，现在人越精越好。2.以前员工能干活就好，现在要一专多能干出结果才好。3.以前讲定岗定编，现在讲产值预算。4.以前企业要养员工，现在要员工养企业。5.以前加工资看能力，现在加工资凭价值贡献。6.以前强调建章立制，现在重点建设激励机制简化管控,,,,,0,0,0,2019-05-01 23:59:00,华为手机 畅享玩不停,"['https://wx3.sinaimg.cn/large/d704d7d3gy1g2m9cz822lj20m80ckdkc.jpg', 'https://wx3.sinaimg.cn/large/d704d7d3gy1g2m9czha25j20u01hctb0.jpg']",,,2019
4366925704667141,Hs52GjA8t,2112897053,咔咔的薅羊毛,普通人、商人、企业家的不同思维！,,,,,0,0,1,2019-04-30 23:54:00,微博 weibo.com,['https://wx2.sinaimg.cn/large/bd297795gy1frmul1dmkyj20hc0qojsr.jpg'],,,2019
4444838122540869,IiOryaEZL,5228230255,Reailstcs求实,"《今日亚洲》20191129,本期节目主要内容：新闻眼，农民背债、企业减产，美多行业为何“年关难过”？记者探访华盛顿周边农场：资金一直很紧张；新闻眼，“脱钩”苦果：华为最大零部件采购地不再是美国？日媒：2019年日本将成为华为最大零部件采购地。（《L《今日亚洲》20191129",,,,,0,0,1,2019-12-01 23:50:00,微博视频号,,http:https://cntv.vod.cdn.myqcloud.com/flash/mp4video63/TMS/2019/11/30/c83b88669c4e4473acd5834be0e2d8b9_h2641200000nero_aac16-1.mp4&is_https=1,,2019
4367650954411055,HsnUrivw3,1640337222,环球市场播报,【午盘：美股连续第二日下滑道指跌230点】美股周四午盘全面下滑。投资者仍在斟酌企业财报与美联储的政策立场。美联储主席鲍威尔暗示不会降息，令市场情绪受到打压。美东时间5月2日11：54，道指跌236.51点，或0.89%，报26193.63点；标普500指数跌19.91点，或0.68%，报2903.82点；纳指跌53.92点，或0.67%，报7995.72点。O午盘：美股连续第二日下滑道指跌230点,,,,,3,0,11,2019-05-02 23:56:00,微博 weibo.com,['https://wx4.sinaimg.cn/large/61c58f46ly1g2neuqsg18j20hi0bnjs0.jpg'],,,2019
4368010652974442,HsxgBctMS,2606852867,奔驰的大宝马,我免费围观了@神圣午睡的回答，问题价值50.00元，快来一起免费围观~O微博问答,,,神圣午睡,,0,0,1,2019-05-03 23:45:00,微博 weibo.com,,,,2019
4371273205806135,HtU8Momrl,5660364135,甘肃吃喝玩乐攻略,【甘肃省“双创”招聘会进校园⑧】5月11日，由省市场监管局、中共甘肃省非公有制经济组织委员会、兰州交通大学、省私营企业协会、省个体劳动者协会联合举办的甘肃省“大众创业万众创新”2019年兰州交通大学校园招聘会隆重举行。这次“双创”招聘会得到了全省民营企业家们的积极响应，近200家企业，提供了5000多个就业岗位，为省内10多所大学求职学生提供了广阔的择业平台，同时吸引了西安、安徽和湖南等省外大学的优秀学生前来应聘。招聘会现场意向签约1107人。#2019年甘肃省双创招聘会##兰州身边事#@甘肃市场监管@兰州交通大学L博爱兰州的秒拍视频,,,"甘肃市场监管,兰州交通大学","2019年甘肃省双创招聘会,兰州身边事",0,0,0,2019-05-12 23:50:00,微博视频号,,"http://f.us.sinaimg.cn/003ISTiWlx07tNRSVqCA010412004uwO0E010.mp4?label=mp4_hd&template=960x448.28.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1693038928&ssig=bX1Bh6qsnm&KID=unistore,video",,2019
4444838986354512,IiOsWqF68,1668342244,雪山-孤客,选择薪酬待遇名列互联网企业前三的公司，孩子信心满满！在已经与银行明确表态离职的情况下，孩子还是坚持上了一个月的班，妥善处理好交接班工作，这是一个职场菜鸟非常值得肯定的做法，我为之感到欣慰！,,,,,1,1,2,2019-12-01 23:54:00,iPhone客户端,,,,2019
4369101281577249,HsZDG6Cjv,1770169180,my_words,今天新人下班就走了，有两个问题一是他不够负责，留下的手尾让我处理。二是我没有提前交代，让他留下，误以为他会等我修改好发完邮件再走。这个事情可以看到一个人的做事态度，让我整个晚上都觉得很不满很难受。没错，他的确是很聪明一学就会，英语很好，很让人省心，但是，如果没有责任心，企业也是不能要的。另外，和胡的意见不统一操作不统一真的让人很抓狂，我安排他做的事情他却心理排斥不想去做，然而我手头上有太多太多的事情要去处理。再者就是怎么去管理，他并没有向他预期说的那么管理妥妥的，现在的毕业生太有个性，自视甚高，怎么才能让他们服服贴贴，努力为你工作？而且像婵娟说的一个是不懂的业务的老板，在身边管他们，他们也很难说一个服字。一个是懂，但是远程沟通交流起来困难，信息不能及时得到处理，反馈也得不能及时得到。时间差，地域差，空间。差真的很难。加上自身的条件不足。哎，真的太难怎么办呢？,,,,,0,1,0,2019-05-06 23:59:00,iPhone客户端,,,,2019
4367288721976462,Hseuc8iaq,5158247471,井上佳那子,做个企业要叫的税真的不是一点两点的多哦……脑壳痛,,,,,0,0,0,2019-05-01 23:57:00,荣耀7X 全面屏手机,['https://wx2.sinaimg.cn/large/005D5tNRly1g2m99oa2bcj30o00o0aor.jpg'],,,2019
4370911186884326,HtKISsSVw,2704789953,孩子们的黄老师,"#复盘是一种生活方式#190511今日记录关键词篮球赛🏀1.阅读《黑匣子思维》分享一段反面观点:在企业中,谴责他人的现象比比皆是。这不仅是因为管理者有谴责别人的本能,还有一个更加阴险的原因:管理者往往会觉得谴责别人对自己有利。如果能把企业的重大问题归咎于少数几个“害群之马”,从公共关系的角度来看不失为一件好事。“这不是我们的责任,是他们的错!”还有一种普遍的管理观念,那就是惩罚措施能起到维护纪律的作用,会让员工端正态度,集中精神。管理者认为,通过对错误行为进行唾弃并加以严惩,员工会更加勤奋,更有干劲。这种“闭路循环”的谴责机制，只会让企业人员不敢提出新的创意，不敢反馈错误。结果蒙受损失的只能是企业自己。2.早起观看篮球比赛🏀娃娃们的比赛，果然是……不过，孩子们都很努力，到了学校以后就开始练习投篮。一个小姑娘被挠破了额头，家长们连忙询问，孩子却说，“没事没事，打比赛免不了的！”孩子，你真勇敢！给你点赞3.比赛结束后，与华华一起去新百汇旁边的小巷子吃老豆腐，很幸运地吃到了最后两碗。幸运从早起开始！给小咪哆买上拼音本、生字本、田字格本、铅笔和奖状就回到了华华家。为什么去华华家呢？因为华华说她有一把新买的尤克里里。“哇！我也想学尤克里里啊！”“走，到我家玩儿会儿！”于是，奔着尤克里里就跟着去了！没想到，华华不仅有尤克里里，还有一把二胡，虽然二胡的发音很……但华华拉得还是不错滴，调子基本都对。这里的调子不是乐谱上的，是一种音乐感觉🎶哈，因为看不懂乐谱接着，就是我们乐队的演奏了！发段华华拍的抖音视频来感受一下业余乐队的范儿",,,,复盘是一种生活方式,0,0,0,2019-05-11 23:51:00,荣耀8 美得与众不同,,,,2019
4366564285494392,HrVDKn3le,5688917729,Beauty丶inside,#新轻年不负重#《名人名言》--董明珠请别再说我没有功劳也有苦劳，请你记住，苦劳是企业的一种负担，它会让企业慢慢消忘，功劳才是你存在的条件和价值。2汕头·珠池街区,,,,新轻年不负重,0,0,0,2019-04-29 23:58:00,微博话题墙,,,,2019
4368738507980183,HsQcyxu0D,1585469721,ALPHA这个胖纸不靠谱,我发表了头条文章:《《如何进行企业史创作》——创作的前提》O《如何进行企业史创作》——创作的前提,,,,,0,0,0,2019-05-05 23:58:00,iPhone客户端,,,,2019
